0,"","","","","","","","","","","","",""
143,"NARCCAP, SRES A2, MAXIMUM CONSECUTIVE NUMBER OF DAYS PRECIP < 3MM","Simulated difference in the mean annual maximum number of consecutive days with precipitation of less than 0.1 inches/3 mm for the Northeast region, for the 2041-2070 time period with respect to the reference period of 1980-2000 (top). Color only (category 1) indicates that less than 50% of the models show a statistically significant change in the number of consecutive days. Color with stippling (category 3) indicates that more than 50% of the models show a statistically significant change in the number of consecutive days, and more than 67% agree on the sign of the change (see text). Mean annual maximum number of consecutive days with precipitation of less than 0.1 inches/3 mm for the 1980-2000 reference period (bottom left). Simulated mean annual maximum number of consecutive days with precipitation of less than 0.1 inches/3 mm for the 2041-2070 future time period (bottom right). These fields are multi-model means from 8 NARCCAP regional climate simulations for the high (A2) emissions scenario. The models simulate little change over the majority of the region, with slight decreases in the south.","Northeast","Simulated","","CLIMATE OF THE NORTHEAST U.S.","","NARCCAP","http://www.narccap.ucar.edu/data/index.html","","","",""
144,"NARCCAP summary statistics (precipitation)","Multi-model means and standard deviations of the simulated mean annual change in select precipitation variables from 9 NARCCAP simulations for the Northeast region. Multi-model means from the 11 Daily_CMIP3 simulations are also shown for comparison. Analyses are for the 2041-2070 time period with respect to the reference period of 1971-2000, for the high (A2) emissions scenario.","Northeast","Simulated","","CLIMATE OF THE NORTHEAST U.S.","","CMIP3, NARCCAP","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php, http://www.narccap.ucar.edu/data/index.html","","","",""
145,"Observed decadal mean annual temperature change ","Observed decadal mean annual temperature change (deviations from the 1901-1960 average, F) for the Northeast U.S. (black line). Based on a new gridded data set from NCDC for the NWS Cooperative Observer Network (R. Vose, personal communication, June 06, 2011). Gray lines indicate the 20th and 21st century simulations from 15 CMIP3 models, for the high (A2) emissions scenario. The observed rate of warming is within the envelope of model simulations.","Northeast","Observed","","CLIMATE OF THE NORTHEAST U.S.","","Climate Division Database","ftp://ncdcftp/pub/upload/7days","","","",""
146,"Observed decadal mean seasonal temperature change","Observed decadal mean temperature change (deviations from the 1901-1960 average, F) for the Northeast U.S. for winter (top left, blue line), spring (top right, green line), summer (bottom left red line), and fall (bottom right, orange line). Based on a new gridded data set from NCDC for the NWS Cooperative Observer Network (R. Vose, personal communication, June 06, 2011). Gray lines indicate 20th and 21st century simulations from 15 CMIP3 models, for the high (A2) emissions scenario. The observed amount of 20th century warming is generally within the envelope of model simulations.","Northeast","Observed","","CLIMATE OF THE NORTHEAST U.S.","","Climate Division Database","ftp://ncdcftp/pub/upload/7days","","","",""
147,"Observed decadal mean annual precipitation change","Observed decadal mean annual precipitation change (deviations from the 1901-1960 average, %) for the Northeast U.S. (black line). Based on a new gridded data set from NCDC for the NWS Cooperative Observer Network (R. Vose, personal communication, June 06, 2011). Gray lines indicate the 20th and 21st century simulations from 15 CMIP3 models, for the high (A2) emissions scenario. Observed precipitation variations are within the model simulations.","Northeast","Observed","","CLIMATE OF THE NORTHEAST U.S.","","Climate Division Database","ftp://ncdcftp/pub/upload/7days","","","",""
148,"Observed decadal mean seasonal precipitation change","Observed decadal mean precipitation change (deviations from the 1901-1960 average, %) for the Northeast U.S. for winter (top left, blue line), spring (top right, green line), summer (bottom left red line), and fall (bottom right, orange line). Based on a new gridded data set from NCDC for the NWS Cooperative Observer Network (R. Vose, personal communication, June 06, 2011). Gray lines indicate 20th and 21st century simulations from 15 CMIP3 models, for the high (A2) emissions scenario. Observed seasonal precipitation variations are within model simulations for all seasons.","Northeast","Observed","","CLIMATE OF THE NORTHEAST U.S.","","Climate Division Database","ftp://ncdcftp/pub/upload/7days","","","",""
149,"Time series of mean annual temperature simulated vs observational","Time series of mean annual temperature for the Northeast region from observations (blue) and from all available CMIP3 global climate model simulations (black and grey). Black represents the mean and grey indicates the 5 and 95% limits of the model simulations. Model mean and percentile limits were calculated for each year separately and then smoothed. Results are shown for the low (B1) emissions scenario (left) and the high (A2) emissions scenario (right). A total of 74 simulations of the 20th century were used. For the 21st century, there were 40 simulations for the high emissions scenario and 32 for the low emissions scenario. For each model simulation, the annual temperature values were first transformed into anomalies by subtracting the simulations 1901-1960 average from each annual value. Then, the mean bias between model and observations was removed by adding the observed 1901-1960 average to each annual anomaly value from the simulation. For each year, all available model simulations were used to calculate the multi-model mean and the 5th and 95th percentile bounds for that year. Then, the mean and 5th and 95th percentile values were smoothed with a 5-year moving boxcar average.","Northeast","Observed, Simulated","","CLIMATE OF THE NORTHEAST U.S.","","Climate Division Database, CMIP3","ftp://ncdcftp/pub/upload/7days, http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
150,"Model temperature change scatterplot","Simulated decadal mean change in annual temperature (F) for the Northeast U.S. for each future decadal time period (represented by their approximate midpoints, e.g. 2015 = 2011-2020), with respect to the reference period of 2001-2010. Values are given for all 15 CMIP3 models for the high (A2, top) and low (B1, bottom) emissions scenarios. Large circles depict the multi-model means. Each individual model is represented by a black plus sign (+), or a red x if the value is statistically significant at the 95% confidence level. Blue lines indicate the 10th and 90th percentiles of 30 annual anomaly values from 1981-2010. The model simulated warming by 2015 is not statistically significant but by mid-21st century, all models simulate statistically significant warming.","Northeast","Simulated","","CLIMATE OF THE NORTHEAST U.S.","","CMIP3","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
151,"Model precipitation change scatterplot","Simulated decadal mean change in annual precipitation (%) for the Northeast U.S. for each future decadal time period (represented by their approximate midpoints, e.g. 2015 = 2011-2020), with respect to the reference period of 2001-2010. Values are given for all 15 CMIP3 models for the high (A2, top) and low (B1, bottom) emissions scenarios. Large circles depict the multi-model means. Each individual model is represented by a black plus sign (+), or a red x if the value is statistically significant at the 95% confidence level. Blue lines indicate the 10th and 90th percentiles of the 30 annual anomaly values from 1981-2010. Many models simulate precipitation changes that are not statistically significant out to the end of the 21st century. ","Northeast","Simulated","","CLIMATE OF THE NORTHEAST U.S.","","CMIP3","http://www-pcmdi.llnl.gov/ipcc/about_ipcc.php","","","",""
152,"Projected greenhouse gas emissions and atmospheric CO2 concentrations","a) Global greenhouse gas (GHG) emissions (GtCO2-equivalent per year) from 2000 to 2100 for two of the SRES scenarios: A2 (red line) and B1 (blue line). Adapted from IPCC (2007) Fig. 3.1. b) Observed annual mean (black line) and projected atmospheric CO2 concentrations (ppm) for two of the SRES scenarios: A2 (red line) and B1 (blue line). Observations are measurements from the Mauna Loa Observatory, Hawaii, from 1958 to 2008. Projections are from two fast carbon cycle models the Bern Model and the Integrated Science Assessment Model (ISAM). Data from IPCC (2012). These graphs show that the CO2 concentrations are comparable under these two scenarios in the early part of the 21st century but diverge greatly by the end of the century.","Southwest","","Greenhouse gas emissions, CO2 concentrations","CLIMATE OF THE U.S. GREAT PLAINS","Laura Stevens","IPCC","","","","",""
153,"Average annual temperature","Average (1981-2010) annual temperature (F) based on National Weather Service Cooperative Observer stations. ","Southwest","Observed","","CLIMATE OF THE U.S. GREAT PLAINS","Russell Vose","GHCN-D","ftp://ftp.ncdc.noaa.gov/pub/data/ghcn/daily/","","","",""
